player,role,hero,hero role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg
Seagull,Flex,Hanzo,defense,9,1251,882,0.44,0,0.56,0.52,0.08,0.4,0.235,-0.14,11.51,0.15,7.19,0.39,3.84,0,79,0.05,0,0,-27,-5.03,25,0.16,-0.12,0.08,-0.22,0,0,0,0,72,-0.05,39,0.33,0,0
Seagull,flex,Junkrat,defense,26,12823,954,0.56,0.08,0.36,0.508,0.046,0.447,0.285,-0.03,11.04,0.06,7.39,0.14,4.35,-0.06,83,0.04,0,0,6.2,-0.1,262,0.153,-0.23,0.095,-0.11,0,0,0,0,87,0.04,31,0.66,0.091,-0.28
Seagull,flex,Pharah,offense,70,1110,1086,0.62,0,0.38,0.4,0.24,0.36,0.27,-0.06,10.81,0.06,6.49,0.05,5.95,0.65,65,-0.29,0,0,37.8,2.18,25,0.12,-0.26,0.08,-0.05,0,0,0,0,73,-0.22,18,-0.42,0.2,2.57
Seagull,flex,Genji,offense,111,2689,1152,0.2,0,0.8,0.397,0.069,0.534,0.309,0.25,11.38,0.31,6.92,0.13,4.69,0.28,80,-0.16,0,0,18.2,0.61,58,0.138,0.05,0.103,0.12,0,0,0,0,84,-0.12,25,-0.19,0.048,0.3
TviQ,dps,Widowmaker,defense,42,5356,880,0.41,0,0.59,0.518,0.018,0.464,0.257,0,8.74,-0.03,7.84,0.32,4.14,-0.02,86,0.05,0,0,9.1,0.28,112,0.196,0.02,0.17,0.48,0,0,0,0,78,-0.05,4,-0.51,0.378,0.29
TviQ,dps,Tracer,offense,151,4162,648,0.51,0,0.49,0.391,0.08,0.529,0.239,-0.05,7.78,-0.12,9.08,0.57,6.78,0.28,67,-0.05,0,0,6.1,0.17,87,0.092,-0.3,0.138,0.6,0,0,0,0,70,-0.1,10,-0.58,0.125,0.58
TviQ,dps,Genji,offense,111,6627,873,0.05,0,0.95,0.296,0.056,0.648,0.273,0.1,7.7,-0.11,8.24,0.35,3.71,0.01,97,0.03,0,0,17.8,0.58,125,0.12,-0.08,0.104,0.13,0,0,0,0,90,-0.06,30,-0.06,0.053,0.43
TviQ,dps,Junkrat,defense,26,7848,864,0.17,0.09,0.74,0.455,0.066,0.479,0.32,0.09,9.4,-0.1,6.96,0.07,3.98,-0.14,86,0.07,0,0,-3.6,-1.52,167,0.204,0.03,0.084,-0.21,0,0,0,0,87,0.04,26,0.38,0.078,-0.39
TviQ,dps,Soldier: 76,offense,148,3402,567,0.17,0,0.83,0.391,0.043,0.565,0.171,-0.28,4.76,-0.4,9.35,0.61,3.17,-0.1,86,-0.11,0,0,10.9,0.47,69,0.043,-0.64,0.116,0.23,0,0,0,0,87,-0.1,56,0.77,0,0
TviQ,dps,Mccree,offense,67,1994,586,0.11,0,0.89,0.341,0.136,0.523,0.214,-0.2,6.62,-0.3,9.63,0.43,3.91,0.03,88,0.15,0,0,5.9,-0.42,44,0.091,-0.43,0.091,-0.24,0,0,0,0,78,-0.04,32,0.1,0,0
TviQ,dps,Pharah,offense,70,4463,948,0.14,0,0.86,0.411,0.063,0.526,0.274,-0.05,9.68,-0.05,5.92,-0.04,2.82,-0.22,98,0.07,0,0,8.9,-0.25,95,0.179,0.1,0.053,-0.37,0,0,0,0,97,0.03,73,1.28,0.059,0.05
TviQ,dps,Sombra,offense,60,992,1022,0.24,0.29,0.47,0.2,0,0.8,0.216,0.53,4.84,0.01,4.84,-0.14,4.23,-0.2,79,0.18,0,0,-3.3,-1.54,20,0.15,0.88,0.05,-0.46,0,0,0,0,77,0.15,38,0.55,0,0
aKm,dps,Soldier: 76,offense,148,2590,1214,0.77,0,0.23,0.611,0.037,0.352,0.249,0.05,10.89,0.38,6.02,0.04,4.4,0.24,90,-0.07,0,0,20.1,1.72,54,0.13,0.1,0.13,0.38,0,0,0,0,90,-0.07,19,-0.4,0,0
aKm,dps,Pharah,offense,70,903,1071,0.84,0,0.16,0.65,0.1,0.25,0.333,0.15,13.29,0.31,5.98,-0.03,3.32,-0.08,99,0.08,0,0,35,1.94,20,0.2,0.23,0.15,0.79,0,0,0,0,101,0.07,24,-0.24,0,0
uNKOE,Support,Zenyatta,support,112,20447,1024,0.51,0.2,0.29,0.5,0.056,0.444,0.1,-0.05,3.64,-0.02,6.19,0,3.7,0.08,102,0,0,0,6.9,0.1,410,0.049,-0.11,0.085,-0.2,0,0,0,0,105,-0.01,35,0.16,0.091,0.12
uNKOE,Support,Mercy,support,73,9897,1001,0.69,0,0.31,0.507,0.07,0.423,0.01,0.4,0.42,0.64,5.03,0,3.82,0.02,99,0.03,0,0,5.2,0.16,201,0,0,0.055,-0.14,0,0,0,0,81,-0.11,33,0.1,0,0
uNKOE,Support,Moira,support,12,1926,1009,0.61,0.13,0.26,0.477,0,0.523,0.049,-0.44,1.56,-0.47,5.3,-0.07,5.3,-0.02,69,0.06,0,0,5.6,-0.38,44,0,0,0.159,0.67,0,0,0,0,59,-0.01,24,0.42,0.063,-0.53
Taimou,Off Tank,Roadhog,tank,90,6404,1324,0.46,0.09,0.45,0.492,0.063,0.444,0.259,0.08,11.24,0.42,5.06,-0.13,5.34,0.8,79,-0.27,0,0,10.3,1.34,126,0.111,-0.25,0.04,-0.55,0,0,0,0,92,-0.19,16,-0.47,0.158,0.84
Taimou,dps,Soldier: 76,offense,148,2586,662,0.07,0.27,0.66,0.3,0,0.7,0.2,-0.16,5.57,-0.29,7.66,0.32,3.94,0.11,101,0.04,0,0,16.2,1.19,50,0.04,-0.66,0.16,0.7,0,0,0,0,111,0.14,25,-0.2,0.118,1.11
Taimou,dps,Junkrat,defense,26,2337,952,0.13,0.14,0.73,0.438,0.021,0.542,0.333,0.14,10.27,-0.02,7.19,0.11,3.59,-0.22,89,0.11,0,0,10.8,0.57,48,0.292,0.47,0.125,0.17,0,0,0,0,81,-0.03,15,-0.19,0.071,-0.44
Taimou,dps,Widowmaker,defense,42,5359,894,0.26,0.02,0.72,0.405,0.063,0.532,0.245,-0.04,8.17,-0.09,6.61,0.11,5.04,0.19,82,0.01,0,0,11.3,0.59,111,0.153,-0.2,0.108,-0.06,0,0,0,0,96,0.17,4,-0.51,0.279,-0.04
Taimou,dps,Mccree,offense,67,5604,929,0.22,0.08,0.7,0.358,0.108,0.533,0.26,-0.03,8.99,-0.05,7.71,0.14,4.07,0.07,73,-0.04,0,0,8.6,-0.15,120,0.125,-0.22,0.1,-0.17,0,0,0,0,74,-0.09,40,0.38,0.206,0.61
Taimou,Tank,Winston,tank,123,2398,964,0.62,0,0.38,0.545,0.073,0.382,0.15,-0.15,5.75,-0.06,5,-0.19,3.75,0.14,117,0.07,0,0,5.5,-0.08,55,0.073,-0.1,0.073,-0.26,0,0,0,0,118,0.05,18,-0.42,0.067,-0.21
chipshajen,Support,Mercy,support,73,27322,950,0.35,0.08,0.58,0.426,0.056,0.518,0.009,0.18,0.31,0.19,5.42,0.08,3.73,0,97,0.01,0,0,0.5,-0.89,554,0,0,0.051,-0.2,0,0,0,0,86,-0.05,30,0.02,0.071,0.09
chipshajen,Support,Zenyatta,support,112,1834,740,0,0,1,0.282,0.077,0.641,0.141,0.35,4.25,0.14,8.83,0.42,2.62,-0.24,109,0.07,0,0,-8.2,-2.3,39,0.051,-0.07,0.128,0.21,0,0,0,0,106,0,56,0.89,0.375,3.63
HarryHook,offense,Bastion,defense,4,1339,1186,0.31,0,0.69,0.615,0.115,0.269,0.242,0.06,13.44,0.5,5.38,-0.27,3.58,0.21,98,0.05,0,0,5.1,-0.55,26,0.308,1.57,0.038,-0.71,0,0,0,0,96,0.02,42,0.35,0,0
HarryHook,Support,Mercy,support,73,4344,846,0.59,0.1,0.31,0.386,0.068,0.545,0.012,0.66,0.41,0.6,5.94,0.19,3.87,0.03,104,0.08,0,0,-5.3,-2.18,88,0,0,0.057,-0.11,0,0,0,0,99,0.09,19,-0.37,0.037,-0.43
HarryHook,Support,Lucio,support,134,6365,1009,0.28,0.13,0.59,0.476,0.032,0.492,0.078,0.11,3.11,0.29,6.69,0.23,3.68,0.27,100,-0.16,0,0,7.6,0.09,124,0.073,1.81,0.073,0.11,0,0,0,0,105,-0.13,22,-0.24,0.081,0.35
HarryHook,Support,Zenyatta,support,112,16105,1013,0.3,0.05,0.65,0.401,0.069,0.53,0.114,0.09,3.84,0.03,6.52,0.05,4.1,0.19,92,-0.1,0,0,3.1,-0.51,334,0.048,-0.13,0.105,-0.01,0,0,0,0,96,-0.09,29,-0.02,0.118,0.46
HarryHook,Support,Ana,support,112,1010,1285,1,0,0,0.789,0.053,0.158,0.065,0.17,2.97,0.65,4.16,-0.25,4.16,0.01,94,0.08,0,0,-7.5,-2.01,19,0.053,1.21,0,0,0,0,0,0,86,0.02,14,-0.53,0,0
cocco,Tank,Reinhardt,tank,82,1189,1079,0.33,0.47,0.21,0.522,0,0.478,0.145,-0.13,6.06,0.09,8.58,0.28,3.53,0.02,72,-0.26,0,0,-32.2,-5.02,23,0.087,0.01,0.174,0.39,0,0,0,0,93,-0.11,25,-0.28,0,0
cocco,Tank,Winston,tank,123,12384,805,0.21,0.04,0.76,0.328,0.09,0.582,0.155,-0.12,4.94,-0.19,7.8,0.26,3.73,0.13,103,-0.05,0,0,8.9,0.48,244,0.049,-0.4,0.127,0.3,0,0,0,0,117,0.04,20,-0.36,0.132,0.55
cocco,Tank,Orisa,tank,18,13859,882,0.5,0.09,0.42,0.509,0.042,0.45,0.074,-0.19,2.86,-0.13,7.01,0.19,2.81,0.07,125,0.05,0,0,17.7,1.68,289,0.042,-0.02,0.09,0.29,0,0,0,0,127,0,30,0.59,0.048,-0.54
Dayfly,Support,Mercy,support,73,3631,758,0.06,0,0.94,0.287,0.025,0.688,0,-1,0,-1,6.28,0.25,3.97,0.06,104,0.08,0,0,4.6,0.02,80,0,0,0.1,0.56,NaN,NaN,NaN,NaN,95,0.05,18,-0.38,0.042,-0.35
Dayfly,Support,Zenyatta,support,112,2293,1255,0.42,0,0.58,0.574,0.021,0.404,0.124,0.19,4.97,0.34,6.28,0.01,4.45,0.3,92,-0.09,0,0,-15.8,-3.51,47,0.064,0.16,0.064,-0.4,0,0,0,0,99,-0.07,27,-0.11,0.063,-0.22
Bunny,dps,Tracer,offense,151,16951,988,0.57,0,0.43,0.51,0.053,0.437,0.256,0.01,8.92,0.01,5.2,-0.1,6.09,0.15,77,0.09,0,0,0.4,-0.92,341,0.147,0.12,0.067,-0.22,0,0,0,0,74,-0.04,22,-0.1,0.124,0.57
zunba,flex,D.Va,tank,148,33347,1059,0.57,0.06,0.37,0.507,0.053,0.44,0.206,0.15,7.43,0.22,5.06,0.1,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,679,0.096,0.28,0.044,0.29,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Gamsu,tank,Orisa,tank,18,2758,1065,0.52,0,0.48,0.574,0.016,0.41,0.099,0.09,3.92,0.2,5.44,-0.08,3.26,0.24,87,-0.27,0,0,24.4,2.7,61,0.016,-0.63,0.016,-0.77,0,0,0,0,76,-0.4,7,-0.61,0.2,0.92
Gamsu,tank,Winston,tank,123,33736,920,0.5,0,0.5,0.488,0.049,0.464,0.171,-0.03,6.53,0.06,7.29,0.18,3.77,0.14,104,-0.04,0,0,2.1,-0.65,658,0.065,-0.2,0.112,0.14,0,0,0,0,111,-0.02,22,-0.27,0.117,0.38
Gamsu,tank,Reinhardt,tank,82,3195,1057,0.19,0,0.81,0.443,0.057,0.5,0.182,0.09,6.39,0.14,7.51,0.12,4.13,0.19,91,-0.07,0,0,-7.4,-1.92,70,0.057,-0.34,0.143,0.14,0,0,0,0,92,-0.12,30,-0.16,0,0
Rascal,dps,Junkrat,defense,26,2020,1129,0.89,0,0.11,0.744,0.116,0.14,0.247,-0.16,10.69,0.02,5.35,-0.18,4.46,-0.04,85,0.06,0,0,7.4,0.07,43,0.186,-0.06,0.07,-0.35,0,0,0,0,85,0.02,34,0.8,0.077,-0.39
Rascal,dps,Genji,offense,111,1481,696,0.23,0,0.77,0.313,0.031,0.656,0.24,-0.03,7.29,-0.16,9.32,0.53,2.84,-0.23,111,0.18,0,0,28.8,1.55,32,0.063,-0.52,0.188,1.04,0,0,0,0,119,0.24,41,0.3,0,0
Birdring,dps,Tracer,offense,151,16326,939,0.62,0,0.38,0.462,0.063,0.474,0.241,-0.05,9,0.02,6.14,0.06,5.22,-0.01,68,-0.04,0,0,9.7,0.87,331,0.139,0.06,0.106,0.23,0,0,0,0,82,0.06,27,0.1,0.144,0.82
Birdring,dps,Widowmaker,defense,42,10950,1083,0.75,0,0.25,0.622,0.057,0.322,0.265,0.03,10.03,0.12,4.88,-0.18,4.71,0.11,78,-0.04,0,0,-0.5,-1.07,230,0.178,-0.07,0.083,-0.28,0,0,0,0,79,-0.03,6,-0.23,0.247,-0.15
Birdring,dps,Genji,offense,111,1945,962,0.56,0,0.44,0.432,0,0.568,0.235,-0.05,8.64,0,9.25,0.52,4.01,0.1,74,-0.22,0,0,31.8,1.81,37,0.054,-0.59,0.135,0.47,0,0,0,0,89,-0.07,10,-0.7,0.077,1.08
Birdring,dps,Mccree,offense,67,6085,1024,0.57,0,0.43,0.548,0.071,0.381,0.241,-0.1,9.17,-0.03,6.61,-0.02,3.55,-0.07,79,0.04,0,0,16.1,0.59,126,0.183,0.14,0.087,-0.27,0,0,0,0,87,0.07,37,0.27,0.265,1.07
Birdring,off tank,Roadhog,tank,90,1097,1311,0.53,0,0.47,0.545,0,0.455,0.351,0.47,10.94,0.38,3.83,-0.34,2.73,-0.08,96,-0.11,0,0,45.5,9.34,22,0.182,0.23,0.045,-0.49,0,0,0,0,92,-0.19,40,0.36,0,0
Birdring,dps,Soldier: 76,offense,148,4369,1160,0.62,0,0.38,0.652,0.045,0.303,0.212,-0.1,8.51,0.08,4.39,-0.24,4.67,0.32,88,-0.09,0,0,0,0,89,0.157,0.33,0.079,-0.16,0,0,0,0,95,-0.01,12,-0.62,0.265,3.73
ryujehong,Support,Ana,support,112,2269,1691,0.52,0.15,0.33,0.533,0.089,0.378,0.124,1.24,5.55,2.08,7.14,0.29,4.76,0.15,83,-0.04,0,0,8.2,0.11,45,0.133,4.54,0.111,0.31,0,0,0,0,86,0.02,21,-0.31,0.056,0.04
ryujehong,Support,Zenyatta,support,112,26851,1145,0.7,0.03,0.27,0.565,0.045,0.39,0.113,0.07,4.22,0.14,5.47,-0.12,3.82,0.11,96,-0.06,0,0,1.9,-0.7,556,0.047,-0.15,0.083,-0.22,0,0,0,0,100,-0.06,37,0.25,0.049,-0.4
ryujehong,Support,Mercy,support,73,5297,1142,0.49,0.2,0.32,0.505,0.075,0.421,0.031,3.29,1.13,3.37,4.19,-0.16,3.96,0.06,88,-0.08,0,0,2.9,-0.36,107,0,0,0.028,-0.56,0,0,0,0,82,-0.09,32,0.08,0.114,0.75
tobi,Support,Mercy,support,73,28138,1025,0.62,0.04,0.34,0.539,0.043,0.417,0.009,0.16,0.32,0.23,4.58,-0.08,3.82,0.02,101,0.05,0,0,12.1,1.69,575,0,0,0.056,-0.12,0,0,0,0,91,0,28,-0.07,0.096,0.48
tobi,Support,Lucio,support,134,9506,1166,0.74,0,0.26,0.503,0.067,0.431,0.089,0.27,3.16,0.31,4.42,-0.19,3.6,0.24,108,-0.09,0,0,1,-0.86,195,0.041,0.58,0.062,-0.06,0,0,0,0,110,-0.09,25,-0.15,0.107,0.78
Miro,tank,Winston,tank,123,27688,1013,0.57,0.07,0.36,0.533,0.046,0.422,0.152,-0.14,5.55,-0.1,4.66,-0.25,3.75,0.14,113,0.03,0,0,0.4,-0.93,567,0.065,-0.2,0.093,-0.05,0,0,0,0,119,0.06,27,-0.13,0.119,0.4
Miro,tank,Orisa,tank,18,2100,695,0.46,0.09,0.45,0.467,0.044,0.489,0.063,-0.31,2,-0.39,8.57,0.45,1.14,-0.57,136,0.14,0,0,-21.7,-4.29,45,0.022,-0.49,0.178,1.54,0,0,0,0,136,0.07,9,-0.53,0,0
MekO,off tank,Roadhog,tank,90,6460,998,0.63,0,0.37,0.562,0.031,0.408,0.23,-0.04,8.17,0.03,5.85,0.01,3.25,0.09,102,-0.05,0,0,-2.3,-1.52,130,0.146,-0.01,0.092,0.05,0,0,0,0,107,-0.06,33,0.13,0.036,-0.58
MekO,off tank,D.Va,tank,148,37888,1101,0.63,0.05,0.32,0.543,0.059,0.399,0.189,0.06,7.17,0.18,4.42,-0.04,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,750,0.088,0.17,0.035,0.03,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Saebyeolbe,dps,Mccree,offense,67,3761,1004,0.66,0.08,0.26,0.583,0.042,0.375,0.251,-0.06,9.89,0.05,7.5,0.11,4.79,0.26,69,-0.1,0,0,4.2,-0.58,72,0.097,-0.39,0.181,0.51,0,0,0,0,73,-0.11,33,0.14,0.107,-0.16
Saebyeolbe,dps,Widowmaker,defense,42,5168,922,0.51,0,0.49,0.577,0.019,0.404,0.255,0,8.13,-0.09,6.27,0.06,4.3,0.01,90,0.1,0,0,-7.7,-2.08,104,0.154,-0.2,0.106,-0.08,0,0,0,0,89,0.09,14,0.74,0.444,0.52
Saebyeolbe,dps,Tracer,offense,151,24200,996,0.58,0.03,0.39,0.49,0.069,0.442,0.243,-0.04,8.8,-0.01,4.61,-0.21,5.63,0.06,80,0.13,0,0,-0.3,-1.06,480,0.121,-0.08,0.071,-0.17,0,0,0,0,78,0.01,23,-0.06,0.072,-0.09
janus,tank,Winston,tank,123,18476,913,0.57,0.05,0.38,0.509,0.073,0.418,0.156,-0.12,5.55,-0.09,5.88,-0.05,3.67,0.11,111,0.01,0,0,-3.9,-1.65,371,0.067,-0.17,0.127,0.3,0,0,0,0,114,0.01,26,-0.14,0.064,-0.25
janus,tank,Orisa,tank,18,1714,969,0.48,0,0.52,0.694,0,0.306,0.091,0,3.15,-0.04,4.2,-0.29,2.45,-0.07,134,0.12,0,0,-40.9,-7.2,36,0,0,0,0,0,0,0,0,134,0.05,17,-0.1,0,0
KuKi,tank,Orisa,tank,18,1166,847,1,0,0,0.476,0,0.524,0.105,0.16,3.09,-0.06,5.66,-0.04,1.54,-0.42,164,0.37,0,0,52.4,6.94,21,0,0,0.048,-0.31,0,0,0,0,164,0.29,63,2.32,0,0
KuKi,tank,Winston,tank,123,9223,904,0.78,0,0.22,0.5,0.074,0.426,0.144,-0.19,5.4,-0.12,6.96,0.12,3.71,0.13,110,0.01,0,0,9.6,0.6,188,0.005,-0.94,0.106,0.08,0,0,0,0,112,0,25,-0.18,0.053,-0.38
munchkin,dps,Soldier: 76,tank,148,1137,1088,0.38,0.5,0.12,0.56,0,0.44,0.246,0.04,8.44,0.07,7.39,0.27,5.8,0.64,70,-0.27,0,0,-11.6,-2.57,25,0.04,-0.66,0.04,-0.57,0,0,0,0,78,-0.2,27,-0.16,0.091,0.63
munchkin,dps,Tracer,offense,151,12285,956,0.69,0.1,0.21,0.52,0.052,0.429,0.227,-0.1,8.35,-0.06,5.86,0.01,6.94,0.31,67,-0.05,0,0,3.5,-0.33,252,0.103,-0.21,0.091,0.06,0,0,0,0,77,0,15,-0.38,0.092,0.16
Surefour,dps,Tracer,offense,151,7783,871,0.44,0,0.56,0.387,0.09,0.523,0.272,0.08,8.4,-0.05,6.01,0.04,4.93,-0.07,79,0.12,0,0,1.7,-0.67,155,0.161,0.23,0.129,0.5,0,0,0,0,76,-0.01,25,0.03,0.019,-0.76
Surefour,dps,Widowmaker,defense,42,3261,989,0.5,0,0.5,0.531,0.094,0.375,0.279,0.09,9.2,0.03,5.52,-0.07,4.78,0.13,80,-0.01,0,0,10.5,0.48,64,0.188,-0.02,0.141,0.23,0,0,0,0,80,-0.02,4,-0.47,0.115,-0.61
Surefour,dps,Genji,offense,111,2271,1209,0.44,0,0.56,0.413,0.065,0.522,0.317,0.28,10.04,0.16,5.28,-0.13,5.02,0.37,67,-0.3,0,0,28.7,1.54,46,0.065,-0.5,0.13,0.41,0,0,0,0,75,-0.22,23,-0.26,0.222,5
Surefour,dps,Junkrat,defense,26,1102,1059,0.4,0,0.6,0.56,0.08,0.36,0.24,-0.18,9.8,-0.06,4.36,-0.33,5.99,0.3,66,-0.18,0,0,-6,-1.87,25,0.24,0.21,0.12,0.12,0,0,0,0,62,-0.26,11,-0.44,0.182,0.43
Surefour,dps,Pharah,offense,70,2107,1043,0.6,0,0.4,0.386,0.068,0.545,0.301,0.04,10.54,0.04,7.12,0.15,3.99,0.11,74,-0.19,0,0,25,1.1,44,0.182,0.12,0.045,-0.46,0,0,0,0,81,-0.14,39,0.23,0,0
Surefour,dps,Soldier: 76,offense,148,4566,898,0.28,0,0.72,0.411,0.044,0.544,0.238,0,6.44,-0.18,6.7,0.16,3.81,0.08,84,-0.13,0,0,8.9,0.2,90,0.156,0.32,0.1,0.06,0,0,0,0,89,-0.08,32,0,0.148,1.64
Surefour,off tank,Zarya,tank,116,1317,1084,0.35,0,0.65,0.387,0.032,0.581,0.227,0.3,6.83,0.14,5.92,0.06,3.64,0.31,100,-0.13,0,0,11.3,-0.16,31,0.032,-0.54,0.032,-0.54,0,0,0,0,102,-0.13,28,0.02,0,0
Surefour,dps,Mccree,offense,67,2301,1125,0.12,0,0.88,0.5,0.111,0.389,0.294,0.1,10.95,0.16,5.74,-0.15,4.43,0.17,58,-0.24,0,0,-19.2,-2.9,54,0.167,0.04,0.111,-0.07,0,0,0,0,59,-0.28,38,0.32,0.063,-0.51
Custa,Support,Mercy,support,73,3806,1005,0.18,0.06,0.76,0.463,0.088,0.45,0.015,1.04,0.63,1.43,4.73,-0.06,3.78,0.01,95,-0.02,0,0,-0.8,-1.18,80,0,0,0.05,-0.22,0,0,0,0,94,0.03,31,0.05,0.043,-0.34
Custa,Support,Zenyatta,support,112,13110,1039,0.63,0.11,0.26,0.507,0.051,0.442,0.103,-0.01,4.07,0.09,6.18,-0.01,3.62,0.05,108,0.06,0,0,10.8,0.71,274,0.047,-0.15,0.077,-0.27,0,0,0,0,111,0.05,27,-0.1,0.078,-0.04
Custa,Support,Moira,support,12,1622,1473,0.46,0.35,0.19,0.581,0.032,0.387,0.12,0.39,4.81,0.65,3.7,-0.35,7.03,0.31,60,-0.07,0,0,6.6,-0.27,31,0,0,0.032,-0.66,0,0,0,0,48,-0.18,9,-0.48,0,0
