player,role,hero,hero role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg
Custa,Support,Lucio,support,134,1098,933,0.03,0,0.97,0.471,0,0.529,0.074,0.05,3.28,0.36,7.65,0.41,3.28,0.13,115,-0.03,0,0,19.6,1.8,17,0.059,1.27,0,0,0,0,0,0,120,-0.01,16,-0.47,0,0
coolmatt,off tank,D.Va,tank,148,36342,1090,0.67,0,0.33,0.525,0.039,0.436,0.214,0.19,7.86,0.29,5.22,0.13,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,748,0.083,0.11,0.028,-0.18,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
clockwork,dps,Tracer,offense,151,5942,739,0.46,0,0.54,0.397,0.052,0.552,0.222,-0.12,6.77,-0.24,6.26,0.08,5.45,0.03,75,0.06,0,0,-10.7,-3.06,116,0.121,-0.08,0.06,-0.3,0,0,0,0,77,-0.01,24,-0.02,0.044,-0.44
clockwork,dps,Soldier: 76,offense,148,2368,772,0.58,0,0.42,0.553,0.021,0.426,0.203,-0.14,7.09,-0.1,7.85,0.36,3.55,0,104,0.08,0,0,-5.3,-1.72,47,0.064,-0.46,0.17,0.81,0,0,0,0,106,0.09,19,-0.39,0,0
clockwork,dps,Widowmaker,defense,42,1307,847,0.49,0,0.51,0.419,0.032,0.548,0.29,0.13,9.18,0.02,8.26,0.39,2.75,-0.35,89,0.1,0,0,-41.9,-6.9,31,0.29,0.51,0.097,-0.16,0,0,0,0,82,0,13,0.55,0.667,1.28
Agilities,dps,Genji,offense,111,12266,1088,0.48,0.06,0.46,0.473,0.053,0.473,0.268,0.08,9.78,0.13,6.26,0.03,4.4,0.2,78,-0.17,0,0,15.4,0.36,243,0.086,-0.34,0.111,0.21,0,0,0,0,81,-0.15,36,0.15,0.071,0.92
Agilities,dps,Junkrat,defense,26,6177,1060,0.7,0.06,0.24,0.543,0.054,0.403,0.283,-0.03,10.3,-0.01,6.61,0.02,4.86,0.05,81,0,0,0,12.4,0.8,129,0.194,-0.02,0.085,-0.21,0,0,0,0,81,-0.03,13,-0.28,0.14,0.1
Agilities,off tank,Roadhog,tank,90,2878,1206,0.61,0,0.39,0.508,0.016,0.475,0.225,-0.06,8.76,0.11,4.59,-0.21,3.96,0.33,91,-0.16,0,0,-8,-2.82,61,0.164,0.11,0.016,-0.82,0,0,0,0,94,-0.17,35,0.21,0.063,-0.27
Agilities,dps,Pharah,offense,70,3717,846,0.44,0,0.56,0.479,0.085,0.437,0.246,-0.15,9.52,-0.06,7.1,0.15,3.71,0.03,94,0.03,0,0,12.1,0.02,71,0.085,-0.48,0.127,0.51,0,0,0,0,97,0.03,38,0.19,0,0
ShaDowBurn,dps,Genji,offense,111,19798,1038,0.47,0.03,0.5,0.418,0.059,0.523,0.309,0.25,11.09,0.28,7.06,0.16,3.79,0.04,94,0,0,0,10.3,-0.09,390,0.144,0.1,0.105,0.14,0,0,0,0,98,0.02,44,0.38,0.055,0.49
ShaDowBurn,dps,Tracer,offense,151,1660,760,0.05,0,0.95,0.351,0.054,0.595,0.214,-0.15,6.87,-0.22,7.95,0.37,3.98,-0.25,82,0.15,0,0,7.7,0.48,37,0.108,-0.18,0.108,0.26,0,0,0,0,70,-0.1,29,0.17,0.125,0.58
ShaDowBurn,dps,Pharah,offense,70,5487,1143,0.47,0.05,0.49,0.509,0.053,0.439,0.302,0.05,11.59,0.14,4.92,-0.2,3.61,0,72,-0.21,0,0,9.8,-0.18,114,0.175,0.08,0.026,-0.69,0,0,0,0,78,-0.18,52,0.62,0.097,0.73
ShaDowBurn,dps,Junkrat,defense,26,5304,938,0.39,0,0.61,0.5,0.037,0.463,0.296,0.01,9.16,-0.12,6,-0.08,3.73,-0.19,92,0.15,0,0,22.4,2.25,108,0.176,-0.11,0.093,-0.13,0,0,0,0,92,0.1,16,-0.17,0.061,-0.52
ShaDowBurn,off tank,Zarya,tank,116,1567,1001,0.49,0.1,0.42,0.531,0.031,0.438,0.224,0.28,9.19,0.53,7.66,0.37,4.21,0.51,86,-0.25,0,0,13.5,0.01,32,0.063,-0.1,0.125,0.81,0,0,0,0,76,-0.35,5,-0.83,0.182,2.87
Rawkus,Support,Zenyatta,support,112,30156,1023,0.68,0,0.32,0.527,0.042,0.431,0.088,-0.16,3.24,-0.13,6.01,-0.03,3.78,0.1,94,-0.07,0,0,2.7,-0.57,615,0.041,-0.25,0.078,-0.26,0,0,0,0,100,-0.05,42,0.4,0.054,-0.33
Rawkus,Support,Mercy,support,73,1263,901,0.42,0,0.58,0.296,0,0.704,0,-1,0,-1,7.13,0.42,3.33,-0.11,74,-0.23,0,0,3.7,-0.18,27,0,0,0.074,0.16,NaN,NaN,NaN,NaN,90,-0.01,20,-0.33,0.143,1.2
Rawkus,Support,Moira,support,12,1170,1165,0.8,0,0.2,0.4,0.12,0.48,0.127,0.47,3.59,0.23,5.64,0,5.64,0.05,66,0.01,0,0,4.4,-0.52,25,0.04,0.48,0.12,0.26,0,0,0,0,49,-0.17,10,-0.38,0.091,-0.32
Rawkus,dps,Bastion,defense,4,988,978,1,0,0,0.783,0,0.217,0.204,-0.1,11.54,0.29,5.47,-0.26,3.04,0.03,115,0.23,0,0,21.7,0.92,23,0.043,-0.64,0.13,0.01,0,0,0,0,105,0.12,14,-0.56,0,0
Rawkus,off tank,Roadhog,tank,90,1360,1071,1,0,0,0.656,0.094,0.25,0.17,-0.29,7.94,0,6.18,0.07,4.85,0.63,93,-0.14,0,0,12.2,1.77,32,0.031,-0.79,0.063,-0.28,0,0,0,0,104,-0.08,8,-0.71,0,0
Rawkus,Support,Ana,support,112,1681,1160,0.86,0,0.14,0.649,0,0.351,0.048,-0.14,1.78,-0.01,6.07,0.1,3.93,-0.05,93,0.07,0,0,17,1.3,37,0,0,0.108,0.27,0,0,0,0,96,0.14,37,0.23,0,0
Manneten,flex,D.Va,tank,148,30676,900,0.22,0.02,0.76,0.392,0.062,0.546,0.22,0.23,6.87,0.13,6.1,0.33,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,617,0.109,0.45,0.032,-0.06,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Manneten,flex,Roadhog,tank,90,4238,990,0.16,0.08,0.76,0.516,0.011,0.473,0.229,-0.04,7.22,-0.09,5.95,0.03,2.97,0,93,-0.14,0,0,-10.4,-3.36,93,0.161,0.09,0.054,-0.39,0,0,0,0,104,-0.08,28,-0.04,0.158,0.84
Manneten,flex,Zarya,tank,116,941,902,0.25,0,0.75,0.25,0.15,0.6,0.256,0.47,6.38,0.07,5.74,0.03,5.1,0.83,80,-0.3,0,0,25,0.87,20,0,0,0.1,0.45,0,0,0,0,91,-0.23,4,-0.85,0.25,4.32
SoOn,dps,Tracer,offense,151,29296,991,0.5,0.14,0.36,0.481,0.056,0.463,0.242,-0.04,8.83,0,6.04,0.04,6.27,0.18,71,-0.01,0,0,4,-0.23,574,0.141,0.08,0.115,0.34,0,0,0,0,76,-0.02,16,-0.36,0.091,0.15
SoOn,dps,Widowmaker,offense,42,6216,1032,0.76,0.03,0.21,0.563,0.063,0.373,0.254,-0.01,9.94,0.11,6.56,0.1,4.63,0.09,75,-0.08,0,0,14.2,1,126,0.214,0.11,0.079,-0.31,0,0,0,0,71,-0.14,14,0.73,0.234,-0.2
SoOn,dps,Bastion,defense,4,1988,798,0.66,0,0.34,0.548,0.048,0.405,0.235,0.03,10.26,0.15,7.85,0.06,3.62,0.22,93,-0.01,0,0,23,1.04,42,0.119,-0.01,0.19,0.47,0,0,0,0,88,-0.07,35,0.12,0.083,0.06
SoOn,dps,Zarya,tank,116,1013,833,0.54,0,0.46,0.545,0,0.455,0.131,-0.25,4.74,-0.21,7.11,0.27,2.96,0.06,119,0.04,0,0,-4.5,-1.34,22,0,0,0.091,0.32,0,0,0,0,130,0.1,54,1.01,0,0
Zebbosai,Support,Mercy,support,73,20338,953,0.25,0.03,0.73,0.433,0.061,0.506,0.01,0.37,0.32,0.25,5.37,0.07,3.86,0.03,104,0.08,0,0,2.6,-0.42,423,0.002,1,0.043,-0.33,0,0,0,0,97,0.07,23,-0.22,0.016,-0.75
Zebbosai,Support,Lucio,support,134,7576,684,0.13,0,0.87,0.351,0.066,0.583,0.069,-0.02,2.06,-0.14,7.68,0.41,3.48,0.2,112,-0.06,0,0,12.3,0.76,151,0.013,-0.5,0.159,1.41,0,0,0,0,116,-0.04,15,-0.49,0.091,0.52
Zebbosai,Support,Zenyatta,support,112,3882,880,0.26,0,0.74,0.425,0.068,0.507,0.109,0.04,2.94,-0.21,6.65,0.07,3.25,-0.05,111,0.1,0,0,-1.3,-1.21,73,0.068,0.24,0.123,0.16,0,0,0,0,129,0.22,36,0.21,0.053,-0.35
Zebbosai,dps,Sombra,offense,60,2004,735,0.13,0,0.87,0.41,0.026,0.564,0.131,-0.07,4.79,0,8.38,0.49,5.39,0.01,75,0.12,0,0,9,0.48,39,0.077,-0.04,0.077,-0.17,0,0,0,0,73,0.09,13,-0.46,0,0
Zebbosai,dps,Widowmaker,defense,42,1327,792,0.18,0.39,0.43,0.286,0,0.714,0.255,0,5.88,-0.34,7.23,0.22,3.17,-0.26,114,0.4,0,0,21.4,2.01,28,0.25,0.3,0.107,-0.07,0,0,0,0,106,0.3,8,0.03,0.143,-0.51
Nevix,flex,D.Va,tank,148,35079,963,0.34,0.06,0.6,0.419,0.058,0.523,0.191,0.07,6.12,0.01,4.89,0.06,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,730,0.071,-0.05,0.029,-0.15,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Nevix,flex,Roadhog,tank,90,3568,749,0.34,0,0.66,0.521,0.027,0.452,0.166,-0.31,5.55,-0.3,6.39,0.1,3.2,0.07,114,0.06,0,0,1.8,-0.59,73,0.055,-0.63,0.041,-0.53,0,0,0,0,114,0,32,0.1,0.125,0.45
Fragi,tank,Winston,tank,123,34168,766,0.53,0.03,0.45,0.462,0.053,0.485,0.122,-0.31,4.5,-0.27,7.57,0.22,3.49,0.06,120,0.1,0,0,8.3,0.38,680,0.056,-0.31,0.119,0.21,0,0,0,0,119,0.06,19,-0.38,0.073,-0.14
Fragi,tank,Orisa,tank,18,3342,821,0.5,0,0.5,0.535,0.042,0.423,0.063,-0.31,1.97,-0.4,6.1,0.03,1.44,-0.46,157,0.32,0,0,9,0.36,71,0.056,0.3,0.085,0.21,0,0,0,0,156,0.23,36,0.91,0,0
Fragi,tank,Reinhardt,tank,82,3033,796,0.33,0.05,0.62,0.476,0.032,0.492,0.114,-0.31,4.35,-0.22,8.9,0.32,4.75,0.37,75,-0.23,0,0,15.5,0.94,63,0.016,-0.81,0.159,0.27,0,0,0,0,67,-0.36,19,-0.46,0.174,2.95
Zuppeh,Support,Zenyatta,support,112,21774,900,0.22,0.03,0.76,0.417,0.071,0.512,0.108,0.03,3.44,-0.07,7.52,0.21,3.72,0.08,101,0,0,0,1.1,-0.83,453,0.042,-0.24,0.119,0.12,0,0,0,0,103,-0.02,32,0.09,0.06,-0.26
Zuppeh,Support,Ana,support,112,2541,802,0.22,0,0.78,0.42,0.02,0.56,0.01,-0.82,0.24,-0.87,8.03,0.46,5.19,0.26,70,-0.19,0,0,13,0.76,50,0,0,0.16,0.88,0,0,0,0,67,-0.21,11,-0.65,0.091,0.69
Zuppeh,Support,Mercy,support,73,8741,998,0.21,0.06,0.73,0.383,0.046,0.571,0.009,0.21,0.27,0.06,5.42,0.08,3.64,-0.03,105,0.09,0,0,2.6,-0.42,175,0,0,0.023,-0.64,0,0,0,0,86,-0.05,22,-0.26,0,0
Zuppeh,Support,Moira,support,12,1651,1257,0.24,0,0.76,0.4,0.067,0.533,0.105,0.21,3.27,0.12,3.63,-0.36,5.81,0.08,65,0,0,0,18.3,1.01,30,0,0,0.033,-0.65,0,0,0,0,59,0.01,18,0.05,0.125,-0.07
LiNkzr,dps,Tracer,offense,151,6666,987,0.87,0,0.13,0.519,0.031,0.45,0.271,0.07,10.8,0.22,7.92,0.37,5.4,0.02,67,-0.06,0,0,3.4,-0.35,131,0.191,0.46,0.137,0.59,0,0,0,0,67,-0.13,19,-0.21,0.089,0.13
LiNkzr,dps,Widowmaker,defense,42,8942,1074,0.7,0,0.3,0.613,0.05,0.337,0.281,0.1,11.27,0.26,5.44,-0.09,4.9,0.15,80,-0.02,0,0,7.6,0.07,199,0.241,0.26,0.106,-0.08,0,0,0,0,82,0,3,-0.62,0.306,0.05
LiNkzr,dps,Mccree,offense,67,7524,1034,0.76,0,0.24,0.6,0.039,0.361,0.296,0.1,11.8,0.25,7.26,0.07,4.78,0.26,77,0.01,0,0,4.6,-0.54,155,0.148,-0.07,0.116,-0.03,0,0,0,0,77,-0.05,26,-0.09,0.123,-0.04
LiNkzr,dps,Genji,offense,111,2521,825,0.31,0,0.69,0.327,0.058,0.615,0.252,0.02,7.62,-0.12,9.04,0.48,4.52,0.24,75,-0.21,0,0,0.6,-0.95,52,0.058,-0.56,0.077,-0.16,0,0,0,0,78,-0.19,16,-0.48,0.158,3.27
LiNkzr,dps,Soldier: 76,offense,148,2635,1126,0.82,0,0.18,0.528,0.057,0.415,0.22,-0.07,7.06,-0.1,4.1,-0.29,3.87,0.09,105,0.09,0,0,15.9,1.15,53,0.113,-0.04,0.075,-0.2,0,0,0,0,108,0.12,19,-0.4,0.059,0.05
Diya,dps,Tracer,offense,151,21964,733,0.16,0.03,0.81,0.3,0.047,0.653,0.255,0.01,6.8,-0.23,7.27,0.25,5.68,0.07,72,0.02,0,0,5.8,0.12,450,0.098,-0.25,0.118,0.37,0,0,0,0,70,-0.1,24,-0.03,0.12,0.52
Diya,dps,Junkrat,defense,26,5212,898,0.27,0,0.73,0.445,0.034,0.521,0.331,0.13,8.98,-0.14,6.22,-0.04,4.14,-0.1,78,-0.02,0,0,21.1,2.06,119,0.118,-0.4,0.109,0.02,0,0,0,0,81,-0.03,19,0.04,0.028,-0.78
Diya,dps,Pharah,offense,70,2959,902,0.2,0,0.8,0.355,0.113,0.532,0.278,-0.04,8.52,-0.16,7.5,0.21,3.65,0.01,92,0.01,0,0,9,-0.24,62,0.129,-0.2,0.081,-0.04,0,0,0,0,93,-0.02,31,-0.03,0,0
Diya,dps,Genji,offense,111,1817,801,0.1,0.21,0.68,0.216,0,0.784,0.22,-0.11,4.29,-0.51,9.25,0.52,4.95,0.35,76,-0.19,0,0,9.1,-0.19,37,0.054,-0.59,0.189,1.05,0,0,0,0,96,0,16,-0.48,0,0
neptuNo,Support,Mercy,support,73,29842,1053,0.51,0.03,0.45,0.473,0.06,0.467,0.025,2.41,0.9,2.49,4.58,-0.08,3.78,0.01,98,0.02,0,0,11.3,1.51,602,0.007,6,0.051,-0.2,0,0,0,0,85,-0.06,32,0.09,0.048,-0.26
neptuNo,Support,Lucio,support,134,6744,1142,0.75,0,0.25,0.568,0.03,0.402,0.083,0.18,3.38,0.41,5.43,0,3.65,0.26,99,-0.17,0,0,10.7,0.53,132,0.023,-0.12,0.083,0.26,0,0,0,0,92,-0.24,18,-0.4,0.024,-0.6
Mickie,Flex,D.Va,tank,148,28085,872,0.32,0.1,0.58,0.406,0.06,0.534,0.2,0.11,7.01,0.15,5.94,0.29,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,566,0.083,0.11,0.042,0.24,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Mickie,flex,Orisa,tank,18,2045,808,0.37,0,0.63,0.465,0.14,0.395,0.065,-0.28,2.93,-0.1,7.04,0.19,2.35,-0.11,132,0.11,0,0,3.5,-0.47,43,0,0,0.116,0.66,0,0,0,0,129,0.01,38,1,0,0
Mickie,flex,Roadhog,tank,90,8008,1129,0.5,0.05,0.45,0.533,0.042,0.425,0.241,0.01,9.59,0.21,6.22,0.07,3.9,0.31,88,-0.18,0,0,6.2,0.41,167,0.102,-0.31,0.054,-0.39,0,0,0,0,98,-0.14,26,-0.09,0.14,0.63
Mickie,Flex,Zarya,tank,116,1025,1075,0.46,0.28,0.27,0.667,0.048,0.286,0.124,-0.29,5.85,-0.02,5.85,0.05,3.51,0.26,105,-0.08,0,0,0,0,21,0,0,0,0,0,0,0,0,106,-0.1,21,-0.21,0,0
nomy,tank,Winston,tank,123,33002,841,0.34,0.06,0.6,0.411,0.058,0.531,0.151,-0.15,4.84,-0.21,7.53,0.21,3.73,0.13,109,0,0,0,9.2,0.53,686,0.067,-0.17,0.105,0.07,0,0,0,0,117,0.04,20,-0.35,0.089,0.05
nomy,tank,Orisa,tank,18,4902,936,0.38,0.01,0.6,0.57,0.04,0.39,0.093,0.02,3.18,-0.03,5.63,-0.05,2.45,-0.07,137,0.15,0,0,7.7,0.17,100,0.07,0.63,0.08,0.14,0,0,0,0,141,0.11,17,-0.11,0.1,-0.04
dhaK,Support,Mercy,support,73,27519,937,0.38,0.07,0.55,0.44,0.06,0.501,0.001,-0.82,0.04,-0.83,5.17,0.03,3.77,0.01,101,0.05,0,0,7.7,0.71,571,0,0,0.065,0.02,0,0,0,0,91,0,26,-0.13,0.082,0.26
dhaK,Support,Lucio,support,134,9062,862,0.26,0,0.74,0.401,0.036,0.563,0.05,-0.29,1.46,-0.39,6.29,0.16,3.64,0.26,108,-0.09,0,0,5.4,-0.23,192,0.021,-0.19,0.089,0.35,0,0,0,0,102,-0.16,12,-0.6,0.073,0.22
dhaK,Support,Ana,support,112,1490,932,0.32,0,0.68,0.393,0.107,0.5,0.018,-0.68,0.4,-0.78,5.64,0.02,5.23,0.27,74,-0.15,0,0,-25,-4.38,28,0,0,0.071,-0.16,0,0,0,0,78,-0.08,21,-0.29,0.333,5.17
xQc,tank,Winston,tank,123,5189,953,0.36,0.16,0.48,0.423,0.029,0.548,0.146,-0.18,5.32,-0.13,7.4,0.19,4.05,0.23,97,-0.11,0,0,7.7,0.28,104,0.067,-0.17,0.058,-0.41,0,0,0,0,101,-0.1,20,-0.33,0.059,-0.31
xQc,tank,Reinhardt,tank,82,1119,1343,0.55,0.25,0.2,0.609,0.043,0.348,0.195,0.17,8.04,0.44,5.36,-0.2,5.36,0.55,75,-0.23,0,0,24.8,2.1,23,0.13,0.51,0.043,-0.66,0,0,0,0,89,-0.15,27,-0.23,0,0
Striker,dps,Tracer,offense,151,34976,972,0.49,0,0.51,0.485,0.048,0.467,0.243,-0.04,9.21,0.04,5.22,-0.1,5.7,0.08,79,0.12,0,0,6.4,0.23,687,0.108,-0.18,0.055,-0.36,0,0,0,0,79,0.02,23,-0.04,0.039,-0.51
Striker,tank,Widowmaker,defense,42,1058,728,0.71,0,0.29,0.593,0,0.407,0.197,-0.23,6.81,-0.24,9.07,0.53,5.1,0.2,90,0.11,0,0,-9.3,-2.31,27,0.111,-0.42,0.074,-0.36,0,0,0,0,81,-0.02,0,-1,0.111,-0.62
Woohyal,flex,D.Va,tank,148,10176,1129,0.68,0,0.32,0.488,0.047,0.464,0.178,-0.01,6.37,0.05,3.36,-0.27,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,211,0.057,-0.24,0.047,0.38,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Woohyal,flex,Roadhog,tank,90,1018,1102,0.44,0,0.56,0.474,0.105,0.421,0.29,0.22,10.61,0.34,5.3,-0.08,1.77,-0.41,111,0.02,0,0,-47.4,-11.77,19,0.158,0.07,0.053,-0.4,0,0,0,0,111,-0.02,48,0.64,0,0
Boink,Support,Lucio,support,134,6047,928,0.64,0,0.36,0.441,0.039,0.52,0.092,0.31,2.68,0.11,6.15,0.13,2.68,-0.08,130,0.09,0,0,13,0.86,127,0.024,-0.08,0.047,-0.29,0,0,0,0,133,0.1,23,-0.23,0.111,0.85
Boink,Support,Mercy,support,73,4893,1190,0.44,0,0.56,0.465,0.04,0.495,0.007,-0.08,0.25,-0.05,4.05,-0.19,3.92,0.05,91,-0.05,0,0,3.5,-0.22,101,0,0,0.03,-0.53,0,0,0,0,80,-0.11,20,-0.33,0.031,-0.52
JAKE,dps,Genji,offense,111,2238,1036,0.93,0,0.07,0.563,0.021,0.417,0.227,-0.08,9.12,0.05,8.04,0.32,5.09,0.39,88,-0.07,0,0,21.5,0.9,48,0.083,-0.37,0.167,0.82,0,0,0,0,99,0.03,16,-0.5,0.053,0.43
JAKE,dps,Junkrat,defense,26,18615,1031,0.77,0,0.23,0.612,0.047,0.341,0.301,0.03,11.76,0.13,6.9,0.06,5.29,0.14,80,-0.01,0,0,6.3,-0.09,384,0.268,0.35,0.094,-0.12,0,0,0,0,79,-0.05,14,-0.23,0.173,0.36
JAKE,dps,Pharah,offense,70,3417,719,0.51,0,0.49,0.382,0.053,0.566,0.294,0.02,9.13,-0.1,8.6,0.39,4.21,0.17,80,-0.13,0,0,-3.2,-1.27,76,0.132,-0.19,0.197,1.35,0,0,0,0,82,-0.13,23,-0.27,0.083,0.48
JAKE,dps,Tracer,offense,151,7934,753,0.58,0,0.42,0.433,0.024,0.543,0.213,-0.16,7.34,-0.17,7.11,0.23,5.29,0,80,0.13,0,0,4.5,-0.13,164,0.11,-0.16,0.14,0.63,0,0,0,0,75,-0.03,16,-0.35,0.143,0.81
JAKE,dps,Soldier: 76,offense,148,3616,1160,0.66,0,0.34,0.448,0.045,0.507,0.262,0.11,9.62,0.22,6.31,0.09,4.31,0.22,80,-0.18,0,0,23.4,2.16,67,0.149,0.26,0.06,-0.36,0,0,0,0,82,-0.15,17,-0.47,0.077,0.38
CWoosH,Flex,Winston,tank,123,29484,790,0.22,0.03,0.75,0.389,0.062,0.549,0.135,-0.24,4.19,-0.32,7.71,0.24,3.7,0.12,111,0.02,0,0,3.5,-0.42,594,0.059,-0.27,0.094,-0.04,0,0,0,0,109,-0.03,19,-0.38,0.028,-0.67
CWoosH,flex,Orisa,tank,18,4640,925,0.18,0.07,0.75,0.545,0.02,0.436,0.057,-0.38,1.94,-0.41,5.56,-0.06,2.07,-0.22,126,0.05,0,0,-1.1,-1.17,101,0.01,-0.77,0.02,-0.71,0,0,0,0,130,0.03,19,-0.01,0.063,-0.39
CWoosH,flex,Reinhardt,tank,82,1801,718,0.13,0,0.87,0.27,0.108,0.622,0.135,-0.19,3.33,-0.4,9.33,0.39,4,0.15,99,0.02,0,0,15.8,0.98,37,0.081,-0.06,0.135,0.08,0,0,0,0,90,-0.14,26,-0.25,0.273,5.2
Logix,dps,Tracer,offense,151,24639,809,0.17,0.02,0.8,0.374,0.059,0.568,0.263,0.04,8.18,-0.08,6.94,0.2,5.92,0.12,78,0.1,0,0,5.8,0.12,495,0.099,-0.24,0.099,0.15,0,0,0,0,80,0.04,15,-0.4,0.057,-0.28
Logix,dps,Soldier: 76,offense,148,2834,783,0.64,0,0.36,0.441,0.085,0.475,0.246,0.04,6.77,-0.14,8.26,0.42,3.6,0.02,97,0.01,0,0,-4.1,-1.55,59,0.119,0.01,0.136,0.45,0,0,0,0,80,-0.17,27,-0.15,0,0
Logix,dps,Mccree,offense,67,4485,870,0.13,0,0.87,0.411,0.053,0.537,0.303,0.13,9.9,0.05,8.56,0.27,4.95,0.3,78,0.02,0,0,6.9,-0.32,95,0.137,-0.14,0.147,0.23,0,0,0,0,82,0.01,26,-0.09,0.171,0.34
