player,role,hero,hero role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg
Logix,tank,Widowmaker,offense,42,3427,1055,0.26,0.14,0.6,0.603,0.055,0.342,0.283,0.11,9.1,0.02,5.43,-0.09,3.68,-0.13,79,-0.02,0,0,0.8,-0.89,73,0.247,0.29,0.082,-0.29,0,0,0,0,84,0.02,1,-0.91,0.143,-0.51
Xushu,off tank,D.Va,tank,148,11289,725,0.24,0,0.76,0.338,0.051,0.612,0.181,0.01,5.05,-0.17,5.79,0.26,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,237,0.055,-0.27,0.046,0.35,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
Xushu,off tank,Roadhog,tank,90,1747,836,0.24,0,0.76,0.436,0.026,0.538,0.189,-0.21,5.84,-0.26,7.56,0.3,5.84,0.96,68,-0.37,0,0,-33.6,-8.64,39,0.077,-0.48,0.103,0.17,0,0,0,0,91,-0.2,15,-0.48,0.214,1.49
Xushu,tank,Winston,tank,123,1822,419,0,0,1,0.171,0,0.829,0.139,-0.22,2.96,-0.52,9.22,0.49,3.62,0.1,121,0.11,0,0,-4.6,-1.77,35,0.029,-0.64,0.2,1.04,0,0,0,0,117,0.04,17,-0.44,0.091,0.07
Spree,Flex,Zarya,tank,116,1536,1090,0.88,0,0.12,0.571,0.057,0.371,0.146,-0.16,5.47,-0.09,4.3,-0.23,3.52,0.26,98,-0.14,0,0,31.7,1.37,35,0.057,-0.19,0.029,-0.58,0,0,0,0,111,-0.05,18,-0.33,0,0
Verbo,Support,Mercy,support,73,6562,1031,0.55,0,0.45,0.451,0.041,0.508,0,-1,0,-1,4.85,-0.03,3.38,-0.1,101,0.05,0,0,0.4,-0.91,122,0,0,0.074,0.16,NaN,NaN,NaN,NaN,91,0,42,0.4,0.081,0.25
Verbo,Support,Lucio,support,134,6401,1007,0.33,0.17,0.5,0.5,0.03,0.47,0.049,-0.3,1.59,-0.34,4.31,-0.21,3.37,0.16,104,-0.12,0,0,2.2,-0.69,132,0.015,-0.42,0.053,-0.2,0,0,0,0,113,-0.07,45,0.52,0.257,3.28
Pine,flex,Mccree,offense,67,4425,1223,0.85,0.03,0.13,0.616,0.058,0.326,0.301,0.12,12.47,0.32,6.37,-0.06,4.47,0.18,72,-0.05,0,0,12.4,0.23,86,0.186,0.16,0.14,0.17,0,0,0,0,69,-0.15,33,0.16,0.067,-0.48
Pine,Flex,Widowmaker,defense,42,6340,981,0.74,0.06,0.2,0.612,0.062,0.326,0.266,0.04,10.6,0.18,6.81,0.15,5.11,0.2,82,0.01,0,0,12.1,0.7,129,0.233,0.21,0.124,0.08,0,0,0,0,85,0.04,8,-0.07,0.269,-0.08
Pine,Flex,Tracer,offense,151,3820,1178,0.8,0.15,0.05,0.623,0.052,0.325,0.26,0.03,11.62,0.31,4.87,-0.16,5.34,0.01,72,0.02,0,0,1.7,-0.67,77,0.143,0.09,0.13,0.51,0,0,0,0,80,0.04,16,-0.34,0.1,0.27
Pine,Flex,Junkrat,defense,26,914,748,0.11,0,0.89,0.455,0.045,0.5,0.268,-0.08,7.22,-0.31,9.19,0.42,3.28,-0.29,97,0.21,0,0,-5.5,-1.8,22,0.273,0.38,0.136,0.27,0,0,0,0,99,0.18,25,0.31,0,0
Pine,Flex,Genji,offense,111,1560,950,0.32,0,0.68,0.563,0,0.438,0.211,-0.15,6.15,-0.29,6.92,0.14,3.85,0.05,98,0.03,0,0,10.4,-0.08,32,0.156,0.19,0.063,-0.32,0,0,0,0,82,-0.14,43,0.35,0,0
babybay,dps,Mccree,offense,67,5407,1010,0.43,0.08,0.5,0.462,0.034,0.504,0.361,0.35,12.43,0.32,8.43,0.25,5.1,0.34,69,-0.09,0,0,-13.8,-2.37,117,0.188,0.18,0.137,0.14,0,0,0,0,65,-0.2,30,0.03,0.136,0.06
babybay,dps,Genji,offense,111,5988,943,0.28,0,0.72,0.298,0.066,0.636,0.243,-0.02,7.52,-0.13,9.02,0.48,3.81,0.04,83,-0.13,0,0,14.4,0.27,121,0.116,-0.11,0.132,0.43,0,0,0,0,88,-0.08,26,-0.17,0.053,0.43
babybay,dps,Widowmaker,defense,42,10188,917,0.38,0.04,0.58,0.482,0.064,0.454,0.278,0.09,9.07,0.01,7.24,0.22,5.12,0.21,76,-0.06,0,0,17.4,1.45,218,0.179,-0.07,0.119,0.03,0,0,0,0,81,-0.01,6,-0.24,0.279,-0.04
babybay,dps,Pharah,offense,70,5337,1053,0.36,0.17,0.47,0.468,0.037,0.495,0.328,0.14,11.69,0.15,6.07,-0.02,4.61,0.28,78,-0.14,0,0,6,-0.5,109,0.229,0.41,0.092,0.1,0,0,0,0,77,-0.18,15,-0.52,0.1,0.79
babybay,dps,Soldier: 76,offense,148,8370,1023,0.32,0,0.68,0.428,0.066,0.506,0.268,0.13,8.03,0.02,6.38,0.1,4.95,0.4,78,-0.19,0,0,2.7,-0.64,166,0.084,-0.29,0.163,0.73,0,0,0,0,74,-0.24,19,-0.4,0.088,0.57
babybay,dps,Tracer,offense,151,1321,788,0.24,0,0.76,0.321,0.036,0.643,0.281,0.11,8.18,-0.08,7.72,0.33,5.45,0.03,72,0.01,0,0,17.9,2.44,28,0.179,0.37,0.107,0.24,0,0,0,0,78,0.01,7,-0.71,0.091,0.15
iRemiix,tank,Winston,tank,123,25704,798,0.37,0,0.63,0.442,0.067,0.491,0.141,-0.2,4.81,-0.22,7.14,0.15,3.71,0.13,111,0.02,0,0,7.1,0.18,523,0.048,-0.41,0.12,0.22,0,0,0,0,119,0.05,21,-0.33,0.142,0.67
iRemiix,tank,Reinhardt,tank,82,1244,859,0.32,0,0.68,0.367,0.033,0.6,0.207,0.25,5.79,0.04,8.2,0.22,3.38,-0.03,100,0.03,0,0,13.3,0.66,30,0,0,0.267,1.14,0,0,0,0,105,0,34,-0.05,0,0
iRemiix,tank,Orisa,tank,18,2428,793,0.21,0,0.79,0.54,0.02,0.44,0.04,-0.56,1.24,-0.62,5.93,0,1.73,-0.35,155,0.3,0,0,-20.7,-4.14,50,0.06,0.4,0.08,0.14,0,0,0,0,154,0.21,13,-0.29,0.143,0.38
Kariv,Support,Mercy,support,73,16888,1068,0.57,0.2,0.23,0.515,0.056,0.429,0.015,1.01,0.57,1.19,4.33,-0.13,3.69,-0.01,100,0.04,0,0,11.7,1.6,338,0,0,0.062,-0.03,0,0,0,0,88,-0.03,31,0.04,0.029,-0.55
Kariv,Support,Lucio,support,134,1752,1064,0.69,0,0.31,0.333,0.051,0.615,0.111,0.58,3.08,0.28,5.14,-0.05,3.42,0.18,110,-0.08,0,0,0,0,39,0,0,0.077,0.17,0,0,0,0,106,-0.13,13,-0.57,0.1,0.67
Kariv,dps,Widowmaker,defense,42,1876,804,0.66,0,0.34,0.55,0.025,0.425,0.179,-0.3,7.68,-0.14,6.4,0.08,4.48,0.05,92,0.13,0,0,-13.3,-2.87,40,0.125,-0.35,0.1,-0.13,0,0,0,0,79,-0.03,6,-0.26,0.143,-0.51
Kariv,Support,Zenyatta,support,112,13340,1154,0.6,0,0.4,0.494,0.063,0.443,0.107,0.02,4.05,0.09,5.17,-0.17,3.73,0.09,104,0.03,0,0,1.9,-0.7,255,0.043,-0.22,0.051,-0.52,0,0,0,0,103,-0.03,34,0.13,0.025,-0.69
Libero,dps,Junkrat,defense,26,13887,952,0.66,0.02,0.32,0.603,0.051,0.346,0.283,-0.03,10.02,-0.04,5.7,-0.12,4.36,-0.06,89,0.11,0,0,-3.5,-1.51,272,0.165,-0.17,0.103,-0.04,0,0,0,0,88,0.05,20,0.07,0.162,0.28
Libero,dps,Soldier: 76,offense,148,3976,1232,0.53,0.13,0.33,0.595,0.054,0.351,0.239,0.01,10.56,0.34,4.98,-0.14,3.62,0.02,90,-0.07,0,0,10.5,0.42,74,0.122,0.03,0.122,0.3,0,0,0,0,86,-0.11,35,0.1,0.043,-0.23
Libero,dps,Pharah,offense,70,6145,1012,0.75,0.08,0.17,0.579,0.063,0.357,0.264,-0.09,10.15,0,4.59,-0.26,3.22,-0.1,95,0.05,0,0,7.6,-0.36,126,0.135,-0.17,0.063,-0.25,0,0,0,0,97,0.03,47,0.46,0.032,-0.43
Libero,dps,Genji,offense,111,10635,988,0.62,0.05,0.33,0.446,0.07,0.484,0.217,-0.13,8.12,-0.06,6.71,0.1,3.55,-0.03,97,0.02,0,0,20.9,0.85,213,0.103,-0.21,0.099,0.08,0,0,0,0,99,0.04,36,0.15,0.016,-0.57
Effect,dps,Reaper,offense,57,950,1011,0.33,0,0.67,0.4,0.05,0.55,0.296,0.03,13.26,0.34,10.74,0.53,3.79,0.32,84,-0.11,0,0,60,3.14,20,0.15,-0.09,0.2,1.04,0,0,0,0,107,0.02,33,0.02,0,0
Effect,dps,Widowmaker,defense,42,6126,908,0.37,0.03,0.59,0.423,0.062,0.515,0.248,-0.03,10.09,0.13,7.54,0.27,5.19,0.22,81,0,0,0,1.8,-0.75,130,0.208,0.08,0.108,-0.06,0,0,0,0,77,-0.06,4,-0.44,0.25,-0.14
Effect,dps,Mccree,offense,67,6325,975,0.5,0.16,0.34,0.52,0.032,0.448,0.288,0.07,11.86,0.26,9.01,0.33,5.03,0.32,70,-0.09,0,0,6.5,-0.36,125,0.16,0,0.152,0.27,0,0,0,0,68,-0.17,27,-0.07,0.122,-0.05
Effect,dps,Genji,offense,111,1086,889,0.13,0,0.87,0.316,0.053,0.632,0.267,0.08,8.84,0.02,9.39,0.54,3.87,0.06,96,0.02,0,0,1.8,-0.84,19,0,0,0.105,0.14,0,0,0,0,100,0.04,30,-0.05,0,0
Effect,dps,Tracer,offense,151,14481,1023,0.29,0.11,0.6,0.409,0.052,0.538,0.279,0.11,9.53,0.08,6.42,0.11,7.04,0.33,63,-0.12,0,0,4.2,-0.19,286,0.161,0.23,0.098,0.14,0,0,0,0,65,-0.16,13,-0.48,0.107,0.35
Effect,dps,Soldier: 76,offense,148,1039,837,0.26,0.21,0.52,0.381,0.095,0.524,0.298,0.26,8.08,0.03,8.66,0.49,4.62,0.3,89,-0.08,0,0,-4.8,-1.65,21,0.143,0.21,0.143,0.52,0,0,0,0,85,-0.12,14,-0.55,0,0
Effect,dps,Doomfist,offense,26,1636,628,0,0,1,0.355,0.097,0.548,0.296,-0.03,9.54,-0.15,8.8,-0.02,4.03,-0.02,129,0.49,0,0,7.4,-0.11,31,0.161,-0.16,0.065,-0.6,0,0,0,0,117,0.25,14,-0.5,0,0
Mano,tank,Orisa,tank,18,9096,932,0.7,0.03,0.27,0.574,0.033,0.393,0.09,-0.01,3.3,0.01,5.54,-0.06,2.31,-0.13,141,0.18,0,0,9.3,0.41,183,0.016,-0.63,0.055,-0.21,0,0,0,0,146,0.14,16,-0.17,0.057,-0.45
Mano,tank,Winston,tank,123,12435,1196,0.68,0.06,0.25,0.546,0.05,0.403,0.178,0,7.19,0.17,4.78,-0.23,3.72,0.13,104,-0.04,0,0,18,2,238,0.063,-0.22,0.08,-0.18,0,0,0,0,110,-0.03,26,-0.17,0.082,-0.04
Mano,off tank,Roadhog,tank,90,1870,841,0.83,0,0.17,0.579,0.079,0.342,0.12,-0.5,4.81,-0.39,5.45,-0.06,3.85,0.29,93,-0.14,0,0,22.1,4.02,38,0.079,-0.47,0.158,0.8,0,0,0,0,86,-0.24,33,0.15,0,0
Mano,Support,Ana,support,112,1100,1336,0.92,0,0.08,0.522,0.087,0.391,0.102,0.83,2.73,0.51,3.27,-0.41,3.82,-0.07,78,-0.1,0,0,7.8,0.05,23,0.087,2.63,0.087,0.02,0,0,0,0,80,-0.06,34,0.15,0.286,4.3
Mano,Support,Lucio,support,134,5563,1110,0.58,0,0.42,0.547,0.06,0.393,0.076,0.08,2.8,0.17,4.53,-0.17,3.24,0.12,107,-0.1,0,0,13.2,0.89,117,0.026,0,0.034,-0.48,0,0,0,0,114,-0.05,36,0.21,0.033,-0.45
Nus,Support,Mercy,support,73,30667,1035,0.7,0,0.3,0.57,0.054,0.377,0.003,-0.53,0.14,-0.47,4.54,-0.09,3.62,-0.03,99,0.03,0,0,5,0.11,632,0,0,0.062,-0.03,0,0,0,0,102,0.13,27,-0.11,0.083,0.28
Nus,Support,Lucio,support,134,1447,681,0.6,0,0.4,0.5,0.036,0.464,0.027,-0.61,0.83,-0.65,6.63,0.22,2.9,0,116,-0.02,0,0,33.3,3.76,28,0,0,0.25,2.79,0,0,0,0,115,-0.05,3,-0.91,0,0
Fissure,tank,Winston,tank,123,9705,1094,0.66,0,0.34,0.495,0.071,0.434,0.193,0.09,6.86,0.12,5.87,-0.05,3.52,0.07,103,-0.05,0,0,16.5,1.75,196,0.097,0.2,0.077,-0.21,0,0,0,0,108,-0.04,37,0.2,0.071,-0.16
Fissure,tank,Orisa,tank,18,912,1027,1,0,0,0.8,0.05,0.15,0.033,-0.64,1.32,-0.6,2.63,-0.55,0.66,-0.75,109,-0.09,0,0,-80,-13.12,20,0.05,0.16,0.05,-0.29,0,0,0,0,109,-0.14,38,1,0,0
Kellex,Support,Lucio,support,134,6415,1052,0.14,0,0.86,0.414,0.045,0.541,0.105,0.49,3.65,0.52,6.64,0.22,2.99,0.03,112,-0.06,0,0,19.4,1.77,133,0.053,1.04,0.083,0.26,0,0,0,0,111,-0.08,24,-0.2,0.031,-0.48
Kellex,Support,Mercy,support,73,33016,966,0.55,0,0.45,0.509,0.048,0.443,0.004,-0.49,0.15,-0.44,4.94,-0.01,3.87,0.03,102,0.06,0,0,1,-0.78,650,0,0,0.069,0.08,0,0,0,0,91,0.01,24,-0.19,0.043,-0.34
DreamKazper,dps,Genji,offense,111,16925,1054,0.45,0,0.55,0.475,0.036,0.49,0.25,0.01,10.03,0.16,7.59,0.24,3.94,0.08,86,-0.09,0,0,14.9,0.32,337,0.136,0.04,0.131,0.42,0,0,0,0,86,-0.1,38,0.22,0.019,-0.49
DreamKazper,dps,Widowmaker,defense,42,4148,890,0.4,0,0.6,0.517,0.08,0.402,0.239,-0.07,8.39,-0.06,7.38,0.24,3.91,-0.08,84,0.03,0,0,-5.1,-1.72,87,0.218,0.14,0.103,-0.1,0,0,0,0,83,0.02,20,1.49,0.444,0.52
DreamKazper,dps,Soldier: 76,offense,148,2471,842,0.3,0,0.7,0.302,0,0.698,0.235,-0.01,5.83,-0.26,6.56,0.13,3.64,0.03,85,-0.12,0,0,11.4,0.54,43,0.023,-0.81,0.093,-0.01,0,0,0,0,80,-0.17,31,-0.04,0.077,0.38
DreamKazper,dps,Mccree,offense,67,3859,905,0.51,0,0.49,0.437,0.085,0.479,0.249,-0.07,9.02,-0.04,7.62,0.13,3.73,-0.02,73,-0.04,0,0,-2.5,-1.25,71,0.113,-0.29,0.113,-0.06,0,0,0,0,76,-0.06,53,0.84,0.1,-0.22
DreamKazper,dps,Pharah,offense,70,6204,1112,0.62,0,0.38,0.533,0.066,0.402,0.302,0.04,11.9,0.17,5.9,-0.05,4.35,0.21,78,-0.15,0,0,-4.7,-1.39,122,0.254,0.57,0.057,-0.32,0,0,0,0,75,-0.21,34,0.05,0.07,0.25
DreamKazper,off tank,Roadhog,tank,90,1468,1340,0.41,0,0.59,0.552,0.034,0.414,0.245,0.03,9.81,0.24,3.68,-0.37,5.72,0.92,70,-0.35,0,0,21.8,3.95,29,0.103,-0.3,0.034,-0.61,0,0,0,0,73,-0.36,15,-0.48,0,0
DreamKazper,dps,Junkrat,defense,26,2576,1052,0.81,0,0.19,0.672,0.017,0.31,0.253,-0.14,10.48,0,5.36,-0.17,4.43,-0.04,78,-0.03,0,0,-2.5,-1.36,58,0.19,-0.04,0.103,-0.04,0,0,0,0,79,-0.05,21,0.09,0.105,-0.17
Carpe,dps,Tracer,offense,151,27593,1140,0.54,0.02,0.44,0.47,0.055,0.475,0.271,0.07,10.13,0.14,5.22,-0.1,6.68,0.26,68,-0.04,0,0,8.7,0.67,545,0.145,0.11,0.11,0.28,0,0,0,0,73,-0.06,14,-0.44,0.111,0.41
Carpe,dps,Widowmaker,defense,42,9401,1130,0.51,0.03,0.47,0.497,0.046,0.457,0.308,0.21,10.91,0.22,4.47,-0.25,5.43,0.28,77,-0.06,0,0,19.9,1.8,197,0.198,0.03,0.086,-0.25,0,0,0,0,78,-0.04,4,-0.49,0.306,0.05
Carpe,dps,Mccree,offense,67,2397,1087,0.3,0.07,0.63,0.449,0.02,0.531,0.402,0.5,13.27,0.41,8.26,0.22,5.26,0.38,68,-0.1,0,0,-4.9,-1.49,49,0.306,0.91,0.082,-0.32,0,0,0,0,71,-0.13,17,-0.42,0.053,-0.59
Shaz,Support,Zenyatta,support,112,29025,1128,0.4,0,0.6,0.459,0.058,0.483,0.111,0.06,3.72,0,5.56,-0.1,4.24,0.23,89,-0.13,0,0,2.3,-0.63,603,0.058,0.05,0.08,-0.25,0,0,0,0,92,-0.13,31,0.04,0.076,-0.06
Shaz,Support,Mercy,support,73,3643,1003,0.64,0,0.36,0.487,0.039,0.474,0.022,1.95,0.82,2.18,5.11,0.02,3.95,0.06,102,0.06,0,0,1.3,-0.71,76,0,0,0.053,-0.17,0,0,0,0,83,-0.08,26,-0.13,0.167,1.57
Shaz,Support,Ana,support,112,1368,1151,0.22,0,0.78,0.32,0.2,0.48,0.052,-0.07,1.32,-0.27,7.02,0.27,4.82,0.17,72,-0.17,0,0,12.4,0.68,25,0,0,0.08,-0.06,0,0,0,0,76,-0.1,10,-0.67,0,0
Fleta,dps,Widowmaker,defense,42,10719,1151,0.69,0.01,0.31,0.582,0.041,0.377,0.294,0.15,10.97,0.22,4.76,-0.2,5.43,0.28,79,-0.03,0,0,7.4,0.04,220,0.291,0.52,0.082,-0.29,0,0,0,0,81,-0.01,6,-0.19,0.295,0.01
Fleta,dps,Junkrat,defense,26,2294,1148,0.54,0.07,0.39,0.653,0.041,0.306,0.312,0.06,12.55,0.2,6.02,-0.07,5.23,0.13,66,-0.18,0,0,3.4,-0.51,49,0.224,0.13,0.122,0.14,0,0,0,0,65,-0.22,23,0.24,0.15,0.18
Fleta,dps,Sombra,offense,60,1631,1232,0.79,0,0.21,0.406,0,0.594,0.182,0.29,5.15,0.07,4.05,-0.28,5.15,-0.03,69,0.03,0,0,34.4,4.64,32,0.063,-0.21,0.063,-0.32,0,0,0,0,70,0.04,28,0.14,0,0
Fleta,dps,Genji,offense,111,7573,971,0.69,0.06,0.25,0.484,0.07,0.446,0.257,0.04,9.27,0.07,7.13,0.17,3.88,0.06,95,0,0,0,2.9,-0.74,157,0.172,0.31,0.14,0.52,0,0,0,0,96,0,35,0.11,0.021,-0.43
Fleta,dps,Reaper,offense,57,1292,956,0.93,0.07,0,0.391,0.087,0.522,0.28,-0.03,9.75,-0.02,9.29,0.33,5.11,0.78,84,-0.11,0,0,16.4,0.13,23,0.13,-0.21,0.087,-0.11,0,0,0,0,73,-0.3,20,-0.39,0.091,0.47
Fleta,dps,Pharah,offense,70,6617,970,0.48,0.03,0.49,0.478,0.06,0.463,0.325,0.13,11.15,0.1,6.35,0.03,3.99,0.11,90,-0.01,0,0,5,-0.58,134,0.187,0.15,0.067,-0.2,0,0,0,0,89,-0.06,29,-0.09,0.026,-0.54
Fleta,dps,Mccree,offense,67,2293,1085,0.66,0,0.34,0.571,0.082,0.347,0.221,-0.18,9.94,0.05,7.59,0.12,4.97,0.31,72,-0.06,0,0,24.1,1.39,49,0.204,0.28,0.163,0.36,0,0,0,0,68,-0.16,17,-0.42,0.111,-0.13
Fleta,dps,Soldier: 76,offense,148,3033,1049,0.55,0,0.45,0.483,0.05,0.467,0.207,-0.12,7.72,-0.02,5.93,0.02,3.96,0.12,90,-0.07,0,0,11.7,0.58,60,0.183,0.55,0.033,-0.65,0,0,0,0,95,-0.02,26,-0.18,0.05,-0.11
Hydration,dps,Genji,offense,111,12791,917,0.36,0,0.64,0.442,0.054,0.504,0.249,0.01,8.49,-0.02,8.16,0.34,4.17,0.14,92,-0.03,0,0,8.3,-0.27,260,0.108,-0.18,0.119,0.29,0,0,0,0,96,0,27,-0.14,0.046,0.24
Hydration,dps,Doomfist,offense,26,1254,814,0.47,0,0.53,0.429,0.143,0.429,0.217,-0.29,8.61,-0.23,11,0.23,4.31,0.05,74,-0.14,0,0,14.3,0.72,21,0.048,-0.75,0.238,0.46,0,0,0,0,79,-0.16,20,-0.28,0.125,0.92
Hydration,dps,Pharah,offense,70,5801,957,0.45,0,0.55,0.488,0.025,0.488,0.324,0.12,10.86,0.07,6.62,0.07,3.93,0.09,93,0.02,0,0,4.2,-0.65,121,0.223,0.38,0.083,-0.01,0,0,0,0,98,0.04,30,-0.07,0.026,-0.54
Hydration,dps,Roadhog,tank,90,2559,969,0.23,0,0.77,0.36,0.06,0.58,0.263,0.1,7.27,-0.08,6.8,0.17,4.45,0.5,84,-0.22,0,0,6.9,0.57,50,0.12,-0.19,0.04,-0.55,0,0,0,0,83,-0.26,17,-0.43,0.105,0.22
Hydration,dps,Junkrat,defense,26,4698,963,0.44,0,0.56,0.54,0.05,0.41,0.299,0.02,9.58,-0.08,6.13,-0.05,4.6,-0.01,86,0.08,0,0,12.7,0.84,100,0.19,-0.04,0.14,0.31,0,0,0,0,90,0.08,17,-0.1,0.056,-0.56
Sleepy,Support,Zenyatta,support,112,30515,1078,0.33,0.07,0.6,0.44,0.058,0.502,0.127,0.21,4.03,0.08,5.43,-0.13,3.79,0.11,101,0,0,0,6.3,0,634,0.062,0.13,0.098,-0.08,0,0,0,0,105,-0.01,32,0.08,0.118,0.46
Sleepy,Support,Mercy,support,73,4153,1260,0.49,0,0.51,0.463,0.024,0.512,0.004,-0.48,0.14,-0.44,3.47,-0.31,3.47,-0.07,94,-0.02,0,0,12,1.67,82,0,0,0.024,-0.62,0,0,0,0,86,-0.05,26,-0.13,0,0
Sleepy,dps,Sombra,offense,60,1856,649,0.13,0,0.87,0.233,0.047,0.721,0.09,-0.36,2.26,-0.53,6.14,0.09,4.85,-0.09,86,0.29,0,0,16.7,1.74,43,0.023,-0.71,0.163,0.75,0,0,0,0,92,0.38,18,-0.26,0,0
Muma,tank,Winston,tank,123,26992,1068,0.66,0,0.34,0.487,0.037,0.476,0.163,-0.08,5.96,-0.03,5.36,-0.14,3.78,0.15,108,-0.01,0,0,9.7,0.62,546,0.081,0,0.066,-0.33,0,0,0,0,114,0.01,20,-0.33,0.084,-0.01
Muma,tank,Orisa,tank,18,8837,993,0.76,0,0.24,0.63,0.042,0.328,0.092,0.01,3.46,0.06,4.41,-0.25,2.99,0.13,129,0.08,0,0,1.8,-0.73,192,0.031,-0.28,0.047,-0.33,0,0,0,0,134,0.05,15,-0.21,0.091,-0.12
Muma,tank,Reinhardt,tank,82,2144,1114,0.9,0,0.1,0.612,0.061,0.327,0.159,-0.04,5.88,0.05,6.44,-0.04,3.64,0.05,90,-0.07,0,0,28.8,2.6,49,0.082,-0.05,0.041,-0.67,0,0,0,0,82,-0.21,31,-0.13,0.083,0.89
Muma,off tank,Roadhog,tank,90,998,661,0.26,0,0.74,0.389,0.111,0.5,0.1,-0.58,3.01,-0.62,9.02,0.56,5.41,0.82,76,-0.3,0,0,4,-0.09,18,0.056,-0.62,0.056,-0.36,0,0,0,0,92,-0.19,15,-0.49,0.111,0.29
